School_Name,School_Year,Reported,Reported_enrollment,Percent_complete_for_all_immunizations,Percent_conditional,Percent_out_of_compliance,Percent_with_any_exemption,Percent_with_medical_exemption,Percent_with_personal_exemption,Percent_with_religious_exemption,Percent_with_religious_membership_exemption,Percent_complete_for_diphtheria_tetanus,Percent_complete_for_pertussis,Percent_complete_for_measles_mumps_rubella,Percent_complete_for_polio,Percent_complete_for_HepatitisB,Percent_complete_for_varicella,Number_complete_for_all_immunizations,Number_conditional,Number_out_of_compliance,Number_with_any_exemption,Number_with_medical_exemption,Number_with_personal_exemption,Number_with_religious_exemption,Number_with_religious_membership_exemption,Number_incomplete_for_diphtheria_tetanus,Number_incomplete_for_pertussis,Number_incomplete_for_measles_mumps_rubella,Number_incomplete_for_polio,Number_incomplete_for_HepatitisB,Number_incomplete_for_varicella,School_Type,School_District,County,ESD,Grade_Levels,Has_kindergarten,Has_6thGrade,Location 1
PIONEER MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,WALLA WALLA PUBLIC SCHOOLS,WALLA WALLA,EDUCATIONAL SERVICE DISTRICT 123,6-8,0,1,"450 BRIDGE ST
WALLA WALLA
(46.064103, -118.309524)"
OUR LADY OF FATIMA SCHOOL,2016-17,Y,30,96.7%,0%,0%,3.3%,0%,3.3%,0%,0%,96.7%,96.7%,96.7%,96.7%,96.7%,96.7%,29,0,0,1,0,1,0,0,1,1,1,1,1,1,PRIVATE SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-8,1,1,"3301 W DRAVUS ST
SEATTLE
(47.648614, -122.399559)"
LINCOLN ELEMENTARY SCHOOL,2016-17,Y,54,87%,0%,3.7%,9.3%,1.9%,7.4%,0%,0%,90.7%,90.7%,88.9%,92.6%,92.6%,88.9%,47,0,2,5,1,4,0,0,5,5,6,4,4,6,PUBLIC SCHOOL,MOUNT VERNON SCHOOL DISTRICT,SKAGIT,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -6,1,1,"1005 S 11TH ST
MOUNT VERNON
(48.415197, -122.327568)"
OCOSTA JUNIOR - SENIOR HIGH,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,OCOSTA SCHOOL DISTRICT,GRAYS HARBOR,EDUCATIONAL SERVICE DISTRICT 113,7-12,0,0,"2580 MONTESANO STREET SOUTH
WESTPORT
(46.859946, -124.100369)"
MERIDIAN PARK ELEMENTARY SCHOOL,2016-17,Y,111,86.5%,4.5%,0%,9%,0%,9%,0%,0%,92.8%,92.8%,91%,91.9%,91.9%,88.3%,96,5,0,10,0,10,0,0,8,8,10,9,9,13,PUBLIC SCHOOL,SHORELINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,1,1,"17077 MERIDIAN AVENUE N.
SHORELINE
(47.752615, -122.334787)"
NORTH BEACH ELEMENTARY SCHOOL,2016-17,Y,62,91.9%,0%,0%,8.1%,1.6%,6.5%,0%,0%,95.2%,95.2%,96.8%,96.8%,95.2%,96.8%,57,0,0,5,1,4,0,0,3,3,2,2,3,2,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"9018 24 AV NW
SEATTLE
(47.695597, -122.38758)"
LEWIS & CLARK ELEMENTARY SCHOOL,2016-17,Y,83,91.6%,2.4%,1.2%,4.8%,0%,4.8%,0%,0%,91.6%,91.6%,91.6%,92.8%,97.6%,91.6%,76,2,1,4,0,4,0,0,7,7,7,6,2,7,PUBLIC SCHOOL,RICHLAND SCHOOL DISTRICT,BENTON,EDUCATIONAL SERVICE DISTRICT 123,PK-5,1,0,"800 DOWNING
RICHLAND
(46.269731, -119.277111)"
N.E. TACOMA ELEMENTARY SCHOOL,2016-17,Y,65,89.2%,1.5%,1.5%,7.7%,0%,7.7%,0%,0%,95.4%,96.9%,92.3%,92.3%,96.9%,89.2%,58,1,1,5,0,5,0,0,3,2,5,5,2,7,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"5412 29TH ST NE
TACOMA
(47.282731, -122.374542)"
JEFFERSON MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,VANCOUVER SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,6-8,0,1,"3000 NW 119TH ST
VANCOUVER
(45.707241, -122.701601)"
ROOSEVELT ELEMENTARY SCHOOL,2016-17,Y,70,60%,1.4%,32.9%,5.7%,0%,4.3%,1.4%,0%,78.6%,78.6%,75.7%,71.4%,72.9%,72.9%,42,1,23,4,0,3,1,0,15,15,17,20,19,19,PUBLIC SCHOOL,OLYMPIA SCHOOL DISTRICT,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K -5,1,0,"1417 SAN FRANCISCO AVE NE
OLYMPIA
(47.05718, -122.884915)"
MONTESSORI COUNTRY SCHOOL - ELEMENTARY CAMPUS,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,BAINBRIDGE ISLAND SCHOOL DISTRICT,KITSAP,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-1,1,0,"8225 HIGH SCHOOL ROAD
BAINBRIDGE ISLAND
(47.635959, -122.539132)"
LAKE ROOSEVELT HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,GRAND COULEE DAM SCHOOL DISTRICT,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,9-12,0,0,"500 CIVIC WAY
COULEE DAM
(47.969738, -118.972757)"
MILL A ELEMENTARY SCHOOL,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUBLIC SCHOOL,MILL A SCHOOL DISTRICT,SKAMANIA,EDUCATIONAL SERVICE DISTRICT 112,K -8,1,1,"1142 JESSUP ROAD
COOK
(45.75793, -121.648767)"
LAKELAND ELEMENTARY SCHOOL,2016-17,Y,72,83.3%,1.4%,1.4%,13.9%,4.2%,9.7%,0%,0%,83.3%,83.3%,87.5%,87.5%,87.5%,86.1%,60,1,1,10,3,7,0,0,12,12,9,9,9,10,PUBLIC SCHOOL,FEDERAL WAY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"35827 32ND AV S
AUBURN
(47.280154, -122.292302)"
LAURELHURST ELEMENTARY SCHOOL,2016-17,Y,58,75.9%,0%,20.7%,3.4%,1.7%,1.7%,0%,0%,86.2%,86.2%,91.4%,87.9%,96.6%,86.2%,44,0,12,2,1,1,0,0,8,8,5,7,2,8,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"4530 46 AV NE
SEATTLE
(47.662184, -122.278384)"
LOPEZ MIDDLE HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,LOPEZ SCHOOL DISTRICT,SAN JUAN,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-12,0,1,"86 SCHOOL ROAD
LOPEZ ISLAND
(48.492478, -122.897044)"
MCKENNY ELEMENTARY,2016-17,Y,49,73.5%,2%,22.4%,2%,0%,2%,0%,0%,89.8%,89.8%,89.8%,85.7%,85.7%,83.7%,36,1,11,1,0,1,0,0,5,5,5,7,7,8,PUBLIC SCHOOL,OLYMPIA SCHOOL DISTRICT,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K -5,1,0,"3250 MORSE MERRYMAN RD SE
OLYMPIA
(47.018036, -122.856123)"
WESTWOOD MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,CHENEY SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,6-8,0,1,"6120 SOUTH ABBOTT ROAD
SPOKANE
(47.59625, -117.486414)"
SEQUIM SENIOR HIGH,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,SEQUIM SCHOOL DISTRICT,CLALLAM,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,9-12,0,0,"601 N. SEQUIM AVE.
SEQUIM
(48.083922, -123.102271)"
WHITE CENTER HEIGHTS ELEMENTARY,2016-17,Y,105,87.6%,0%,12.4%,0%,0%,0%,0%,0%,96.2%,96.2%,91.4%,95.2%,96.2%,93.3%,92,0,13,0,0,0,0,0,4,4,9,5,4,7,PUBLIC SCHOOL,HIGHLINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-6,1,1,"10015 6TH AVENUE SOUTHWEST
SEATTLE
(47.51308, -122.342343)"
SMITH ELEMENTARY,2016-17,Y,87,87.4%,2.3%,8%,2.3%,0%,2.3%,0%,0%,92%,92%,90.8%,92%,93.1%,89.7%,76,2,7,2,0,2,0,0,7,7,8,7,6,9,PUBLIC SCHOOL,LAKE WASHINGTON SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"23305 NE 14TH ST
SAMMAMISH
(47.622054, -122.027404)"
WESTPARK CHRISTIAN ACADEMY,2016-17,Y,10,70%,0%,20%,10%,0%,10%,0%,0%,90%,90%,80%,80%,80%,70%,7,0,2,1,0,1,0,0,1,1,2,2,2,3,PRIVATE SCHOOL,YAKIMA SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,P-12,1,1,"3902 SUMMITVIEW AVE
YAKIMA
(46.599901, -120.561042)"
SUMAS ELEMENTARY,2016-17,Y,57,77.2%,1.8%,15.8%,5.3%,0%,5.3%,0%,0%,86%,86%,84.2%,82.5%,94.7%,80.7%,44,1,9,3,0,3,0,0,8,8,9,10,3,11,PUBLIC SCHOOL,NOOKSACK VALLEY SCHOOL DISTRICT,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,1,0,"1024 LAWSON ST
SUMAS
(48.993961, -122.260617)"
SKYLINE ELEMENTARY SCHOOL,2016-17,Y,68,91.2%,0%,0%,8.8%,0%,8.8%,0%,0%,92.6%,92.6%,91.2%,92.6%,92.6%,92.6%,62,0,0,6,0,6,0,0,5,5,6,5,5,5,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"2301 N MILDRED ST
TACOMA
(47.269581, -122.526619)"
THE MADRONE SCHOOL,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIVATE SCHOOL,NORTHSHORE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,3-6,,,"15703 223RD AVE NE
WOODINVILLE
(47.741188, -122.039994)"
WARDEN HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,WARDEN SCHOOL DISTRICT,GRANT,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,9-12,0,0,"101 W. BECK WAY
WARDEN
(46.962521, -119.043635)"
TEAM HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,WOODLAND SCHOOL DISTRICT,COWLITZ,EDUCATIONAL SERVICE DISTRICT 112,9-12,0,0,"800 THIRD STREET
WOODLAND
(45.903095, -122.750046)"
THE CHILDREN'S INN ACADEMY,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,OLYMPIA SCHOOL DISTRICT,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,P-6,1,1,"1939 KAREN FRAZIER RD SE
OLYMPIA
(47.031652, -122.862856)"
ST. JOSEPH SCHOOL,2016-17,Y,34,91.2%,8.8%,0%,0%,0%,0%,0%,0%,91.2%,91.2%,91.2%,91.2%,100%,91.2%,31,3,0,0,0,0,0,0,3,3,3,3,0,3,PRIVATE SCHOOL,VANCOUVER SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,P-8,1,1,"6500 HIGHLAND DR
VANCOUVER
(45.617667, -122.604618)"
VALLEY CHRISTIAN SCHOOL,2016-17,Y,16,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,16,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,AUBURN SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-8,1,1,"1312 2ND ST SE
AUBURN
(47.306785, -122.211195)"
SKYVIEW HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,VANCOUVER SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,9-12,0,0,"1300 NW 139TH ST
VANCOUVER
(45.721778, -122.68407)"
SEVEN OAKS ELEMENTARY,2016-17,Y,69,88.4%,1.4%,5.8%,4.3%,0%,4.3%,0%,0%,92.8%,92.8%,91.3%,92.8%,94.2%,91.3%,61,1,4,3,0,3,0,0,5,5,6,5,4,6,PUBLIC SCHOOL,NORTH THURSTON PUBLIC SCHOOLS,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,PK-6,1,1,"1800 SEVEN OAKS DR SE
LACEY
(47.028582, -122.772742)"
ST. MARY'S ACADEMY,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIVATE SCHOOL,BETHEL SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-8,1,1,"757 138TH ST S
TACOMA
(47.131431, -122.443267)"
WAINWRIGHT ELEMENTARY AND INTERMEDIATE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,8-APR,0,1,"130 ALAMEDA ST
TACOMA
(47.242334, -122.515929)"
WOODLANDS ELEMENTARY,2016-17,Y,69,95.7%,2.9%,0%,1.4%,0%,1.4%,0%,0%,95.7%,95.7%,98.6%,98.6%,98.6%,97.1%,66,2,0,1,0,1,0,0,3,3,1,1,1,2,PUBLIC SCHOOL,CENTRAL KITSAP SCHOOL DISTRICT,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -6,1,1,"7420 CENTRAL VALLEY RD NE
BREMERTON
(47.62964, -122.650187)"
SPRING VALLEY MONTESSORI,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIVATE SCHOOL,FEDERAL WAY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-8,1,1,"36605 PACIFIC HWY S
FEDERAL WAY
(47.272344, -122.329469)"
THE RIVER ACADEMY,2016-17,Y,12,83.3%,0%,0%,16.7%,0%,16.7%,0%,0%,83.3%,83.3%,83.3%,83.3%,83.3%,83.3%,10,0,0,2,0,2,0,0,2,2,2,2,2,2,PRIVATE SCHOOL,WENATCHEE SCHOOL DISTRICT,CHELAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K-12,1,1,"650 CRAWFORD ST
WENATCHEE
(47.404254, -120.31516)"
VALLEY VIEW ELEMENTARY,2016-17,Y,66,98.5%,1.5%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,98.5%,65,1,0,0,0,0,0,0,0,0,0,0,0,1,PUBLIC SCHOOL,TOPPENISH SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K -5,1,0,"515 ZILLAH AVE
TOPPENISH
(46.382283, -120.301633)"
WADE KING ELEMENTARY SCHOOL,2016-17,Y,65,81.5%,3.1%,0%,15.4%,4.6%,9.2%,1.5%,0%,92.3%,92.3%,86.2%,90.8%,86.2%,83.1%,53,2,0,10,3,6,1,0,5,5,9,6,9,11,PUBLIC SCHOOL,BELLINGHAM SCHOOL DISTRICT,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,1,0,"2155 YEW STREET RD
BELLINGHAM
(48.717857, -122.441421)"
SERENDIPITY ACADEMY AT THE LODGE,2016-17,Y,17,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,17,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,TUMWATER SCHOOL DISTRICT,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K-6,1,1,"4841 TUMWATER VALLEY DR. SE
TUMWATER
(47.005386, -122.905688)"
TONASKET MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,TONASKET SCHOOL DISTRICT,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,6-8,0,1,"35MS HIGHWAY 20
TONASKET
(48.699513, -119.433206)"
WALLA WALLA HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,WALLA WALLA PUBLIC SCHOOLS,WALLA WALLA,EDUCATIONAL SERVICE DISTRICT 123,9-12,0,0,"800 ABBOTT RD
WALLA WALLA
(46.04581, -118.316867)"
WOODLAND MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,WOODLAND SCHOOL DISTRICT,COWLITZ,EDUCATIONAL SERVICE DISTRICT 112,7-8,0,0,"755 PARK STREET
WOODLAND
(45.903553, -122.748024)"
THREE RIVERS CHRISTIAN SCHOOL-LONGVIEW ELEM,2016-17,Y,23,91.3%,0%,8.7%,0%,0%,0%,0%,0%,91.3%,91.3%,91.3%,91.3%,91.3%,91.3%,21,0,2,0,0,0,0,0,2,2,2,2,2,2,PRIVATE SCHOOL,LONGVIEW SCHOOL DISTRICT,COWLITZ,EDUCATIONAL SERVICE DISTRICT 112,P-12,1,1,"2610 OCEAN BEACH HWY
LONGVIEW
(46.14679, -122.950048)"
TAHOMA JR HIGH,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,TAHOMA SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,8-9,0,0,"25600 SE SUMMIT LANDSBURG ROAD
RAVENSDALE
(47.374492, -121.994163)"
SKYKOMISH HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,SKYKOMISH SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"105 6TH ST N
SKYKOMISH
(47.709393, -121.361983)"
SPIRITRIDGE ELEMENTARY SCHOOL,2016-17,Y,74,87.8%,0%,9.5%,2.7%,0%,2.7%,0%,0%,94.6%,94.6%,90.5%,91.9%,97.3%,93.2%,65,0,7,2,0,2,0,0,4,4,7,6,2,5,PUBLIC SCHOOL,BELLEVUE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"301 151ST PLACE NE (TEMPORARY)
BELLEVUE
(47.611225, -122.138229)"
UNIVERSITY PREPARATORY,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-12,0,1,"8000 25TH AVE NE
SEATTLE
(47.686689, -122.300881)"
TRENT ELEMENTARY,2016-17,Y,78,88.5%,1.3%,1.3%,9%,5.1%,3.8%,0%,0%,89.7%,89.7%,92.3%,91%,94.9%,91%,69,1,1,7,4,3,0,0,8,8,6,7,4,7,PUBLIC SCHOOL,EAST VALLEY SCHOOL DISTRICT (SPOKANE),SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,PK-7,1,1,"3303 N PINES RD
SPOKANE VALLEY
(47.687313, -117.239688)"
TWO RIVERS SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,SNOQUALMIE VALLEY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,7-12,0,0,"330 BALLARAT AVE N
NORTH BEND
(47.496634, -121.78223)"
ST. JOSEPH SCHOOL,2016-17,Y,51,98%,0%,0%,2%,2%,0%,0%,0%,100%,100%,100%,100%,98%,100%,50,0,0,1,1,0,0,0,0,0,0,0,1,0,PRIVATE SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-8,1,1,"700 18TH AVE E
SEATTLE
(47.625245, -122.308665)"
SHOREWOOD ELEMENTARY,2016-17,Y,82,93.9%,4.9%,0%,1.2%,0%,1.2%,0%,0%,93.9%,93.9%,98.8%,97.6%,100%,98.8%,77,4,0,1,0,1,0,0,5,5,1,2,0,1,PUBLIC SCHOOL,HIGHLINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-6,1,1,"2725 SW 116TH ST
BURIEN
(47.499173, -122.367842)"
WEDGWOOD ELEMENTARY SCHOOL,2016-17,Y,88,93.2%,0%,1.1%,5.7%,3.4%,2.3%,0%,1.1%,97.7%,97.7%,96.6%,96.6%,95.5%,94.3%,82,0,1,5,3,2,0,1,2,2,3,3,4,5,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"2720 NE 85 ST
SEATTLE
(47.69025, -122.297602)"
SKYKOMISH ELEMENTARY AND MIDDLE SCHOOL,2016-17,Y,7,71.4%,28.6%,0%,0%,0%,0%,0%,0%,85.7%,85.7%,85.7%,85.7%,100%,71.4%,5,2,0,0,0,0,0,0,1,1,1,1,0,2,PUBLIC SCHOOL,SKYKOMISH SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-8,1,1,"105 6TH ST N
SKYKOMISH
(47.709393, -121.361983)"
SEQUOYAH MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,FEDERAL WAY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,0,1,"3425 S 360TH ST
AUBURN
(47.278895, -122.288405)"
WILSON MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,YAKIMA SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,6-8,0,1,"902 S 44TH AVE
YAKIMA
(46.586506, -120.567128)"
WOODINVILLE MONTESSORI SCHOOL,2016-17,Y,54,96.3%,0%,0%,3.7%,0%,3.7%,0%,0%,98.1%,98.1%,96.3%,98.1%,98.1%,96.3%,52,0,0,2,0,2,0,0,1,1,2,1,1,2,PRIVATE SCHOOL,NORTHSHORE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-9,1,1,"19102 N CREEK PARKWAY
BOTHELL
(47.766325, -122.184537)"
SHERWOOD ELEMENTARY,2016-17,Y,72,94.4%,1.4%,1.4%,2.8%,1.4%,1.4%,0%,0%,98.6%,98.6%,98.6%,98.6%,97.2%,98.6%,68,1,1,2,1,1,0,0,1,1,1,1,2,1,PUBLIC SCHOOL,EDMONDS SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -6,1,1,"22901 106TH AVE W
EDMONDS
(47.791167, -122.374815)"
WHATCOM MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,BELLINGHAM SCHOOL DISTRICT,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-8,0,1,"810 HALLECK ST
BELLINGHAM
(48.758623, -122.480568)"
SUNNYSIDE ELEMENTARY,2016-17,Y,63,84.1%,0%,15.9%,0%,0%,0%,0%,0%,92.1%,92.1%,95.2%,90.5%,98.4%,92.1%,53,0,10,0,0,0,0,0,5,5,3,6,1,5,PUBLIC SCHOOL,PULLMAN SCHOOL DISTRICT,WHITMAN,EDUCATIONAL SERVICE DISTRICT 101,PK-5,1,0,"425 SW SHIRLEY
PULLMAN
(46.727815, -117.188014)"
SPECTRUM ACADEMY,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIVATE SCHOOL,BELLEVUE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-1,1,0,"2576 152ND AVE. NE
REDMOND
(47.632929, -122.137694)"
WOODLAND ELEMENTARY,2016-17,Y,84,82.1%,0%,10.7%,7.1%,1.2%,4.8%,1.2%,0%,92.9%,92.9%,90.5%,91.7%,88.1%,90.5%,69,0,9,6,1,4,1,0,6,6,8,7,10,8,PUBLIC SCHOOL,NORTH THURSTON PUBLIC SCHOOLS,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K -6,1,1,"4630 CARPENTER RD SE
LACEY
(47.005866, -122.780362)"
